日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,
106/11/14,151000,7535050,48.75,51.60,47.50,48.00,+0.15,119,
106/11/15,15190,727420,48.00,48.30,47.30,47.80,-0.20,15,
106/11/16,38200,1812010,47.50,47.60,47.30,47.30,-0.50,35,
106/11/17,63066,2993868,47.50,48.50,47.10,47.25,-0.05,52,
106/11/20,41210,1929670,47.00,47.15,46.55,46.55,-0.70,39,
106/11/21,47000,2174900,46.55,46.55,46.05,46.05,-0.50,35,
106/11/22,127010,5841562,46.20,46.50,45.80,46.00,-0.05,86,
106/11/23,38000,1746400,47.20,47.20,45.60,45.80,-0.20,37,
106/11/24,112000,5107300,45.60,46.00,45.50,45.60,-0.20,57,
106/11/27,30026,1377247,45.70,46.10,45.60,45.80,+0.20,21,
106/11/28,54123,2476014,45.80,46.00,45.60,45.60,-0.20,30,
106/11/29,30001,1367045,45.60,45.70,45.50,45.50,-0.10,25,
106/11/30,10100,459745,45.50,45.55,45.50,45.50,0.00,7,
106/10/02,51220,2354920,45.85,46.35,45.60,46.00,+0.15,41,
106/10/03,60000,2822300,46.10,48.00,46.10,46.60,+0.60,53,
106/10/05,23100,1087558,47.30,47.40,46.95,47.10,+0.50,24,
106/10/06,31574,1492712,47.20,47.65,47.10,47.25,+0.15,32,
106/10/11,6018,280678,47.25,47.25,46.45,46.45,-0.80,7,
106/10/12,21152,981972,46.45,46.80,46.10,46.70,+0.25,18,
106/10/13,17002,782241,46.20,46.20,45.85,45.85,-0.85,18,
106/10/16,19000,879100,45.85,46.55,45.85,46.50,+0.65,19,
106/10/17,14000,649550,45.95,46.50,45.95,46.40,-0.10,13,
106/10/18,17004,781181,46.05,46.05,45.60,46.00,-0.40,15,
106/10/19,47068,2161778,46.25,46.25,45.60,46.05,+0.05,40,
106/10/20,20365,930857,46.05,46.05,45.15,45.95,-0.10,21,
106/10/23,30000,1392600,45.95,46.70,45.95,46.70,+0.75,16,
106/10/24,15000,699900,46.50,46.70,46.50,46.60,-0.10,11,
106/10/25,21001,978697,46.60,46.65,46.50,46.60,0.00,18,
106/10/26,31000,1438000,46.35,46.65,46.20,46.65,+0.05,15,
106/10/27,26000,1201200,46.60,46.60,45.65,46.00,-0.65,18,
106/10/30,48000,2172450,45.60,46.00,44.10,46.00,0.00,36,
106/10/31,77000,3487300,45.50,46.00,45.00,46.00,0.00,56,
106/09/01,68109,3504491,51.70,51.80,51.00,51.20,0.00,49,
106/09/04,24000,1223500,50.80,51.30,50.80,50.90,-0.30,17,
106/09/05,44319,2256269,51.20,51.30,50.50,50.70,-0.20,40,
106/09/06,47017,2369468,50.50,50.60,50.20,50.60,-0.10,45,
106/09/07,50274,2527480,50.60,50.60,50.10,50.20,-0.40,42,
106/09/08,49173,2481584,50.60,50.80,50.20,50.70,+0.50,39,
106/09/11,79101,3973820,50.50,50.50,50.10,50.20,-0.50,44,
106/09/12,47000,2365600,50.80,50.80,50.20,50.20,0.00,37,
106/09/13,104080,5192742,50.10,50.40,48.60,50.40,+0.20,84,
106/09/14,34000,1705200,50.40,50.40,49.85,50.40,0.00,34,
106/09/15,56010,2811446,50.40,50.90,49.95,49.95,-0.45,46,
106/09/18,52102,2594089,49.85,50.20,49.60,49.60,-0.35,46,
106/09/19,38508,1910592,49.65,49.80,49.50,49.55,-0.05,35,
106/09/20,52903,2595245,49.40,49.50,48.70,49.00,-0.55,51,
106/09/21,151100,7258950,48.75,48.75,47.70,48.05,-0.95,126,
106/09/22,78227,3755046,48.30,48.30,47.70,48.00,-0.05,49,
106/09/25,89300,4164994,48.05,48.05,46.30,46.60,-1.40,60,
106/09/26,89000,4113400,46.10,46.75,46.10,46.10,-0.50,56,
106/09/27,100000,4576600,46.10,46.30,45.55,45.55,-0.55,72,
106/09/28,73000,3291300,45.60,45.60,45.00,45.00,-0.55,49,
106/09/29,46000,2045800,45.00,45.00,44.30,44.50,-0.50,32,
106/09/30,56045,2534967,44.50,45.85,44.50,45.85,+1.35,50,
106/12/01,21000,955750,45.50,45.60,45.45,45.55,+0.05,16,
106/12/04,20137,917690,45.55,46.00,45.55,45.55,0.00,8,
106/12/05,18019,816717,45.50,45.50,45.15,45.50,-0.05,12,
106/12/06,40000,1807350,45.50,45.50,45.10,45.10,-0.40,24,
106/12/07,45400,2059169,45.10,46.80,44.65,46.80,+1.70,35,
106/12/08,49001,2287196,46.80,46.80,46.10,46.80,0.00,36,
106/12/11,14000,654200,47.00,47.00,46.60,46.75,-0.05,13,
106/12/12,14000,652050,46.70,46.70,46.00,46.70,-0.05,10,
106/12/13,28002,1297292,46.20,46.55,46.10,46.50,-0.20,26,
106/12/14,6001,278496,46.50,46.50,46.20,46.20,-0.30,7,
106/12/15,12001,550845,46.15,46.15,45.65,45.90,-0.30,12,
106/12/18,40003,1869538,46.40,47.90,46.10,46.10,+0.20,29,
106/12/19,21000,967600,46.10,46.10,45.90,46.05,-0.05,11,
106/12/20,20002,927391,46.95,46.95,46.10,46.25,+0.20,17,
106/12/21,10200,472500,46.85,46.85,46.20,46.20,-0.05,11,
106/12/22,12000,554500,46.00,46.40,46.00,46.40,+0.20,11,
106/12/25,53001,2471646,46.20,46.85,46.20,46.80,+0.40,33,
106/12/26,32000,1489200,46.80,47.20,46.25,47.20,+0.40,29,
106/12/27,27000,1278950,47.10,47.70,47.10,47.60,+0.40,23,
106/12/28,34000,1620850,47.90,47.90,47.30,47.75,+0.15,23,
106/12/29,48000,2282500,47.80,47.80,47.25,47.60,-0.15,29,
106/11/01,13000,593500,46.00,46.00,45.40,45.80,-0.20,11,
106/11/02,70000,3258850,45.80,46.95,45.80,46.30,+0.50,36,
106/11/03,359000,17240300,46.60,49.00,45.50,48.00,+1.70,204,
106/11/06,225500,11078999,48.70,49.45,48.65,49.30,+1.30,134,
106/11/07,223100,11072645,49.30,50.00,48.75,49.50,+0.20,91,
106/11/08,65184,3180173,49.00,49.10,47.70,48.95,-0.55,55,
106/11/09,90000,4397050,48.40,49.75,47.50,49.20,+0.25,66,
106/11/10,35010,1695690,49.55,49.55,48.00,48.95,-0.25,29,
106/11/13,38000,1829750,48.50,48.75,47.80,47.85,-1.10,35,
106/11/14,151000,7535050,48.75,51.60,47.50,48.00,+0.15,119,
106/11/15,15190,727420,48.00,48.30,47.30,47.80,-0.20,15,
106/11/16,38200,1812010,47.50,47.60,47.30,47.30,-0.50,35,
106/11/17,63066,2993868,47.50,48.50,47.10,47.25,-0.05,52,
106/11/20,41210,1929670,47.00,47.15,46.55,46.55,-0.70,39,
106/11/21,47000,2174900,46.55,46.55,46.05,46.05,-0.50,35,
106/11/22,127010,5841562,46.20,46.50,45.80,46.00,-0.05,86,
106/11/23,38000,1746400,47.20,47.20,45.60,45.80,-0.20,37,
106/11/24,112000,5107300,45.60,46.00,45.50,45.60,-0.20,57,
106/11/27,30026,1377247,45.70,46.10,45.60,45.80,+0.20,21,
106/11/28,54123,2476014,45.80,46.00,45.60,45.60,-0.20,30,
106/11/29,30001,1367045,45.60,45.70,45.50,45.50,-0.10,25,
106/11/30,10100,459745,45.50,45.55,45.50,45.50,0.00,7,
106/10/02,51220,2354920,45.85,46.35,45.60,46.00,+0.15,41,
106/10/03,60000,2822300,46.10,48.00,46.10,46.60,+0.60,53,
106/10/05,23100,1087558,47.30,47.40,46.95,47.10,+0.50,24,
106/10/06,31574,1492712,47.20,47.65,47.10,47.25,+0.15,32,
106/10/11,6018,280678,47.25,47.25,46.45,46.45,-0.80,7,
106/10/12,21152,981972,46.45,46.80,46.10,46.70,+0.25,18,
106/10/13,17002,782241,46.20,46.20,45.85,45.85,-0.85,18,
106/10/16,19000,879100,45.85,46.55,45.85,46.50,+0.65,19,
106/10/17,14000,649550,45.95,46.50,45.95,46.40,-0.10,13,
106/10/18,17004,781181,46.05,46.05,45.60,46.00,-0.40,15,
106/10/19,47068,2161778,46.25,46.25,45.60,46.05,+0.05,40,
106/10/20,20365,930857,46.05,46.05,45.15,45.95,-0.10,21,
106/10/23,30000,1392600,45.95,46.70,45.95,46.70,+0.75,16,
106/10/24,15000,699900,46.50,46.70,46.50,46.60,-0.10,11,
106/10/25,21001,978697,46.60,46.65,46.50,46.60,0.00,18,
106/10/26,31000,1438000,46.35,46.65,46.20,46.65,+0.05,15,
106/10/27,26000,1201200,46.60,46.60,45.65,46.00,-0.65,18,
106/10/30,48000,2172450,45.60,46.00,44.10,46.00,0.00,36,
106/10/31,77000,3487300,45.50,46.00,45.00,46.00,0.00,56,
106/09/01,68109,3504491,51.70,51.80,51.00,51.20,0.00,49,
106/09/04,24000,1223500,50.80,51.30,50.80,50.90,-0.30,17,
106/09/05,44319,2256269,51.20,51.30,50.50,50.70,-0.20,40,
106/09/06,47017,2369468,50.50,50.60,50.20,50.60,-0.10,45,
106/09/07,50274,2527480,50.60,50.60,50.10,50.20,-0.40,42,
106/09/08,49173,2481584,50.60,50.80,50.20,50.70,+0.50,39,
106/09/11,79101,3973820,50.50,50.50,50.10,50.20,-0.50,44,
106/09/12,47000,2365600,50.80,50.80,50.20,50.20,0.00,37,
106/09/13,104080,5192742,50.10,50.40,48.60,50.40,+0.20,84,
106/09/14,34000,1705200,50.40,50.40,49.85,50.40,0.00,34,
106/09/15,56010,2811446,50.40,50.90,49.95,49.95,-0.45,46,
106/09/18,52102,2594089,49.85,50.20,49.60,49.60,-0.35,46,
106/09/19,38508,1910592,49.65,49.80,49.50,49.55,-0.05,35,
106/09/20,52903,2595245,49.40,49.50,48.70,49.00,-0.55,51,
106/09/21,151100,7258950,48.75,48.75,47.70,48.05,-0.95,126,
106/09/22,78227,3755046,48.30,48.30,47.70,48.00,-0.05,49,
106/09/25,89300,4164994,48.05,48.05,46.30,46.60,-1.40,60,
106/09/26,89000,4113400,46.10,46.75,46.10,46.10,-0.50,56,
106/09/27,100000,4576600,46.10,46.30,45.55,45.55,-0.55,72,
106/09/28,73000,3291300,45.60,45.60,45.00,45.00,-0.55,49,
106/09/29,46000,2045800,45.00,45.00,44.30,44.50,-0.50,32,
106/09/30,56045,2534967,44.50,45.85,44.50,45.85,+1.35,50,
106/08/01,112101,6150343,55.30,55.30,54.70,54.70,-0.60,63,
106/08/02,57007,3142989,54.80,55.50,54.80,55.30,+0.60,46,
106/08/03,50000,2770300,55.90,55.90,55.10,55.50,+0.20,43,
106/08/04,141101,7767204,55.90,55.90,54.60,55.00,-0.50,90,
106/08/07,144006,7842829,54.80,55.00,54.00,54.60,-0.40,102,
106/08/08,80000,4348500,54.20,54.90,54.10,54.90,+0.30,54,
106/08/09,71100,3858479,54.30,54.60,54.10,54.30,-0.60,51,
106/08/10,463955,23558322,53.30,53.30,49.70,50.60,-3.70,310,
106/08/11,121200,6176140,50.60,51.50,50.60,51.10,+0.50,90,
106/08/14,152200,7641950,51.50,51.50,49.70,50.50,-0.60,95,
106/08/15,95636,4811675,50.50,50.80,49.70,50.70,+0.20,92,
106/08/16,191000,9939200,50.70,52.70,50.70,52.60,+1.90,173,
106/08/17,169104,9165268,52.60,55.00,52.10,54.00,+1.40,140,
106/08/18,215004,11626116,53.20,55.00,53.20,54.20,+0.20,103,
106/08/21,273000,14903900,54.30,55.10,53.80,54.00,-0.20,118,
106/08/22,227000,12246300,54.10,54.70,53.30,53.90,-0.10,104,
106/08/23,130371,7006059,53.60,54.10,53.50,53.80,-0.10,100,
106/08/24,100164,5112631,50.60,51.50,50.60,51.20,X0.00,95,
106/08/25,59100,3034200,51.90,51.90,51.00,51.30,+0.10,48,
106/08/28,21156,1089812,51.40,51.80,51.30,51.60,+0.30,22,
106/08/29,50164,2561431,51.10,51.60,50.80,51.00,-0.60,37,
106/08/30,19200,974680,51.00,51.00,50.40,50.40,-0.60,20,
106/08/31,64765,3294885,50.50,51.30,50.40,51.20,+0.80,59,
106/07/03,50100,2521670,50.60,50.70,50.20,50.20,-0.40,41,
106/07/04,18000,906500,50.40,50.50,50.20,50.50,+0.30,16,
106/07/05,34000,1720000,50.10,50.70,50.10,50.60,+0.10,32,
106/07/06,38000,1918400,50.60,50.70,50.20,50.60,0.00,33,
106/07/07,70000,3544800,50.60,51.10,50.50,50.80,+0.20,62,
106/07/10,22020,1117826,50.60,51.00,50.40,51.00,+0.20,22,
106/07/11,58000,2931900,50.80,51.00,50.20,51.00,0.00,51,
106/07/12,46000,2329700,51.00,51.00,50.30,50.90,-0.10,39,
106/07/13,57250,2892950,50.60,50.80,50.30,50.60,-0.30,45,
106/07/14,67000,3355650,50.70,50.70,48.80,50.20,-0.40,63,
106/07/17,49000,2461400,50.20,50.50,50.10,50.10,-0.10,32,
106/07/18,21000,1055100,50.30,50.40,50.10,50.40,+0.30,19,
106/07/19,31000,1558200,50.40,50.40,50.20,50.40,0.00,21,
106/07/20,27000,1361800,50.20,50.50,50.20,50.40,0.00,27,
106/07/21,21293,1077266,50.70,50.70,50.40,50.40,0.00,20,
106/07/24,15001,757150,50.40,50.70,50.40,50.40,0.00,15,
106/07/25,17267,868330,50.30,50.30,50.20,50.30,-0.10,15,
106/07/26,92100,4676350,50.30,51.20,50.30,51.00,+0.70,61,
106/07/27,276101,14685022,51.40,54.20,51.20,54.20,+3.20,223,
106/07/28,565000,31307800,54.90,56.40,54.60,55.20,+1.00,431,
106/07/31,181100,10065929,55.50,56.00,55.30,55.30,+0.10,130,
106/06/01,59010,3215243,55.00,55.00,54.10,54.80,+0.10,52,
106/06/02,29000,1581900,54.50,54.70,54.30,54.50,-0.30,23,
106/06/03,29000,1579900,54.80,54.80,54.30,54.80,+0.30,25,
106/06/05,37054,2015153,54.70,54.70,54.10,54.70,-0.10,38,
106/06/06,73000,3954100,54.70,54.70,54.00,54.30,-0.40,64,
106/06/07,64000,3449000,54.10,54.40,53.40,54.20,-0.10,53,
106/06/08,36000,1938400,54.00,54.40,53.60,54.00,-0.20,35,
106/06/09,57346,3076518,54.20,54.20,53.10,54.10,+0.10,46,
106/06/12,22000,1179300,53.60,53.90,53.40,53.80,-0.30,22,
106/06/13,217100,11433680,53.40,53.80,51.90,52.80,-1.00,150,
106/06/14,524000,26655000,52.80,53.00,50.00,51.20,-1.60,409,
106/06/15,100000,5038400,50.30,50.90,50.00,50.90,-0.30,65,
106/06/16,115100,5884040,51.10,51.50,50.70,50.90,0.00,67,
106/06/19,57100,2910029,51.40,51.40,50.60,50.80,-0.10,44,
106/06/20,81044,4094648,50.90,50.90,50.30,50.70,-0.10,71,
106/06/21,56002,2824600,50.40,50.80,50.20,50.40,-0.30,51,
106/06/22,14002,706201,50.30,50.70,50.30,50.50,+0.10,14,
106/06/23,26200,1322020,50.80,50.80,50.20,50.60,+0.10,27,
106/06/26,27000,1367000,50.80,50.80,50.50,50.70,+0.10,27,
106/06/27,93097,4679517,50.50,50.70,50.10,50.70,0.00,85,
106/06/28,108000,5393850,50.60,50.60,49.40,50.40,-0.30,89,
106/06/29,34000,1713400,50.10,50.60,50.10,50.60,+0.20,33,
106/06/30,42285,2125621,50.60,50.60,50.10,50.60,0.00,40,
106/05/02,95000,5671500,60.10,60.10,58.80,59.90,0.00,51,
106/05/03,139000,8215300,60.10,60.10,58.50,58.80,-1.10,93,
106/05/04,64000,3749600,58.60,58.70,58.40,58.60,-0.20,47,
106/05/05,126100,7286000,58.30,58.70,57.00,57.50,-1.10,97,
106/05/08,137500,7810150,58.10,58.10,56.20,56.50,-1.00,87,
106/05/09,204000,11694400,56.60,57.80,56.60,57.50,+1.00,79,
106/05/10,146200,8401940,56.50,58.50,56.00,58.50,+1.00,106,
106/05/11,186000,10656400,58.50,58.50,56.50,57.00,-1.50,142,
106/05/12,309000,17027500,56.80,57.00,53.30,56.00,-1.00,219,
106/05/15,268100,14562000,55.30,55.60,53.60,54.50,-1.50,208,
106/05/16,147300,7962860,54.50,55.00,53.50,53.70,-0.80,135,
106/05/17,233185,12579275,53.40,54.80,53.10,54.50,+0.80,135,
106/05/18,133000,7223600,54.50,55.00,53.20,55.00,+0.50,123,
106/05/19,135002,7450809,55.30,55.50,54.50,55.30,+0.30,105,
106/05/22,72000,3956000,55.50,55.50,54.60,54.80,-0.50,62,
106/05/23,100000,5470100,54.80,55.00,54.30,54.90,+0.10,82,
106/05/24,107000,5890300,55.20,55.30,54.80,55.20,+0.30,95,
106/05/25,9001,495655,55.10,55.20,55.00,55.00,-0.20,8,
106/05/26,76000,4152400,54.60,55.50,54.00,55.50,+0.50,64,
106/05/31,40100,2200700,55.50,55.50,54.70,54.70,-0.80,35,
106/04/05,167001,10008959,59.80,60.60,59.70,59.80,0.00,127,
106/04/06,312065,18816800,59.80,61.20,59.80,60.30,+0.50,190,
106/04/07,147100,8916710,60.70,61.10,60.20,60.50,+0.20,127,
106/04/10,134104,8113160,60.40,61.00,60.30,60.60,+0.10,106,
106/04/11,193010,11610897,60.20,61.00,59.40,59.60,-1.00,167,
106/04/12,83000,4924600,59.80,59.80,58.80,59.00,-0.60,65,
106/04/13,152256,8836520,58.80,58.90,57.40,57.40,-1.60,125,
106/04/14,142010,8017963,57.00,57.40,56.00,56.00,-1.40,111,
106/04/17,96000,5502800,57.00,58.30,56.00,57.60,+1.60,81,
106/04/18,142000,8293900,57.70,59.60,57.60,59.00,+1.40,99,
106/04/19,120100,7172950,59.00,60.40,59.00,59.80,+0.80,85,
106/04/20,98134,5827532,59.30,59.70,58.90,59.20,-0.60,81,
106/04/21,135000,8110400,59.50,60.50,59.50,60.40,+1.20,107,
106/04/24,84020,5029600,59.60,60.40,59.50,59.90,-0.50,41,
106/04/25,91000,5387300,59.90,59.90,58.30,59.80,-0.10,82,
106/04/26,19000,1129700,59.20,60.00,59.20,59.50,-0.30,17,
106/04/27,53000,3137500,59.60,59.70,58.70,59.20,-0.30,45,
106/04/28,142050,8393100,58.80,59.90,58.00,59.90,+0.70,99,
106/03/01,56390,3383847,60.30,60.40,59.70,59.70,+0.20,55,
106/03/02,129204,7624738,59.90,59.90,58.40,59.70,0.00,112,
106/03/03,87600,5228759,59.70,60.20,59.00,59.60,-0.10,83,
106/03/06,182100,10983950,59.90,61.00,59.50,60.60,+1.00,119,
106/03/07,482244,29884232,61.00,62.50,61.00,61.60,+1.00,334,
106/03/08,307050,19045550,62.50,62.50,61.20,61.20,-0.40,195,
106/03/09,111150,6808850,61.40,61.50,60.80,61.20,0.00,93,
106/03/10,90150,5449619,60.80,61.00,60.00,60.80,-0.40,76,
106/03/13,695708,43659533,60.80,63.30,60.80,63.30,+2.50,438,
106/03/14,824748,52622673,64.20,65.50,61.90,63.00,-0.30,491,
106/03/15,2097371,140370757,63.20,69.30,63.20,67.20,+4.20,1335,
106/03/16,1339219,91913773,69.50,71.00,66.50,67.70,+0.50,1083,
106/03/17,904220,60486572,67.30,69.00,65.10,66.60,-1.10,752,
106/03/20,647275,42748801,68.00,68.00,65.20,65.50,-1.10,439,
106/03/21,474574,30603991,66.30,66.40,63.60,64.00,-1.50,340,
106/03/22,265065,16695327,62.20,63.80,62.20,63.50,-0.50,202,
106/03/23,258050,16287345,63.60,64.50,62.50,62.60,-0.90,178,
106/03/24,195132,12157989,62.70,63.30,61.70,62.50,-0.10,142,
106/03/27,423502,25786120,62.80,62.80,60.20,60.20,-2.30,285,
106/03/28,325951,19695638,60.50,61.00,59.80,60.50,+0.30,216,
106/03/29,185153,11170510,61.40,61.40,59.90,60.00,-0.50,130,
106/03/30,293764,17567004,59.60,60.90,59.10,59.90,-0.10,189,
106/03/31,119075,7146000,60.30,60.50,59.70,59.80,-0.10,97,
106/02/02,220500,13536650,62.00,62.40,60.30,61.50,-0.50,182,
106/02/03,165100,10154800,62.40,62.40,61.00,61.60,+0.10,122,
106/02/06,670284,42452033,62.00,64.60,61.80,62.80,+1.20,491,
106/02/07,186116,11564725,62.90,63.00,61.20,61.80,-1.00,143,
106/02/08,320690,19495067,62.80,62.80,60.10,60.70,-1.10,274,
106/02/09,112100,6810490,60.70,61.30,60.40,60.70,0.00,105,
106/02/10,260169,15573522,60.70,60.80,59.40,59.40,-1.30,200,
106/02/13,227002,13280016,59.40,59.60,57.80,58.80,-0.60,194,
106/02/14,196500,11517800,58.80,59.60,58.00,58.00,-0.80,152,
106/02/15,222772,13064678,57.00,59.90,57.00,59.50,+1.50,174,
106/02/16,145250,8679675,59.50,60.00,59.20,59.20,-0.30,97,
106/02/17,39001,2299258,58.80,59.20,58.70,59.00,-0.20,39,
106/02/18,66008,3925172,59.00,60.40,59.00,59.00,0.00,69,
106/02/20,111000,6645300,59.10,60.40,59.00,59.40,+0.40,90,
106/02/21,268040,16171812,59.50,61.50,59.40,60.60,+1.20,198,
106/02/22,91244,5507363,61.00,61.00,60.10,60.10,-0.50,85,
106/02/23,53100,3183787,60.50,60.50,59.80,59.90,-0.20,46,
106/02/24,55062,3301989,59.70,60.50,59.50,59.50,-0.40,51,
106/01/03,65000,3413900,52.40,52.60,52.40,52.50,-0.50,56,
106/01/04,1077098,59435966,53.00,57.50,52.60,55.90,+3.40,818,
106/01/05,603998,34057086,55.60,57.00,55.60,56.20,+0.30,478,
106/01/06,496487,28184065,56.30,57.30,56.20,56.80,+0.60,366,
106/01/09,386450,22026635,57.30,57.50,56.50,56.60,-0.20,294,
106/01/10,762085,43789587,56.40,59.00,56.00,57.80,+1.20,459,
