日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,
107/01/08,38032,1356547,35.50,35.90,35.50,35.65,-0.15,27,
107/01/09,22007,785351,35.65,35.75,35.60,35.60,-0.05,16,
107/01/10,27000,958800,35.60,35.70,35.20,35.60,0.00,17,
107/01/11,31100,1110185,35.60,35.80,35.60,35.60,0.00,20,
107/01/12,21577,772272,35.60,35.80,35.60,35.80,+0.20,18,
107/01/15,16912,600400,35.40,35.70,35.40,35.50,-0.30,21,
107/01/16,7146,254335,35.50,35.60,35.50,35.60,+0.10,10,
107/01/17,30100,1072250,35.35,36.00,35.35,35.90,+0.30,32,
107/01/18,53268,1901920,35.80,35.80,35.60,35.80,-0.10,20,
107/01/19,15253,546208,35.80,35.90,35.80,35.80,0.00,18,
107/01/22,32127,1157472,35.90,36.10,35.90,36.00,+0.20,27,
107/01/23,43227,1556622,36.05,36.10,36.00,36.00,0.00,29,
107/01/24,25427,911742,36.00,36.00,35.70,35.70,-0.30,15,
107/01/25,7586,271134,35.70,35.90,35.70,35.90,+0.20,13,
107/01/26,7000,250850,35.75,35.85,35.75,35.85,-0.05,7,
107/01/29,39199,1411630,35.95,36.10,35.95,36.05,+0.20,32,
107/01/30,13101,471430,36.05,36.05,35.90,35.90,-0.15,16,
107/01/31,5436,194720,35.90,35.90,35.80,35.80,-0.10,8,
106/12/01,14000,483550,34.60,34.60,34.45,34.50,+0.20,9,
106/12/04,7100,244885,34.50,34.50,34.40,34.50,0.00,8,
106/12/05,20000,691600,34.50,34.75,34.50,34.50,0.00,15,
106/12/06,25005,859072,34.50,34.60,34.20,34.20,-0.30,23,
106/12/07,14552,499466,34.20,34.35,34.20,34.35,+0.15,11,
106/12/08,9000,310500,34.30,34.60,34.30,34.40,+0.05,9,
106/12/11,21475,740126,34.40,34.50,34.35,34.40,0.00,19,
106/12/12,8226,282973,34.40,34.40,34.40,34.40,0.00,8,
106/12/13,43040,1488998,34.65,34.70,34.40,34.70,+0.30,22,
106/12/14,49558,1709322,34.80,34.80,34.20,34.50,-0.20,25,
106/12/15,5003,173603,34.70,34.70,34.70,34.70,+0.20,4,
106/12/18,17301,599944,34.70,34.70,34.40,34.40,-0.30,16,
106/12/19,21117,725286,34.45,34.50,34.30,34.30,-0.10,18,
106/12/20,22068,761239,34.50,34.50,34.40,34.40,+0.10,11,
106/12/21,7326,253264,34.70,34.70,34.50,34.50,+0.10,9,
106/12/22,43373,1502855,34.70,34.80,34.60,34.70,+0.20,20,
106/12/25,19000,662650,34.80,35.00,34.75,34.75,+0.05,14,
106/12/26,59429,2074993,34.75,35.60,34.75,35.30,+0.55,31,
106/12/27,43315,1515199,35.00,35.00,34.95,35.00,-0.30,25,
106/12/28,139200,5013229,34.95,37.45,34.95,36.10,+1.10,101,
106/12/29,85505,3073604,35.70,36.10,35.65,36.05,-0.05,69,
106/11/01,11051,379148,34.40,34.40,34.30,34.30,-0.10,15,
106/11/02,40708,1395754,34.30,34.35,34.20,34.35,+0.05,17,
106/11/03,112000,3864000,34.50,34.50,34.50,34.50,+0.15,10,
106/11/06,102150,3529945,34.60,34.70,34.50,34.55,+0.05,20,
106/11/07,9357,323652,34.55,34.60,34.55,34.60,+0.05,8,
106/11/08,13157,454516,34.50,34.60,34.50,34.60,0.00,15,
106/11/09,26060,900062,35.60,35.60,34.40,34.45,-0.15,23,
106/11/10,23032,793051,34.45,34.50,34.40,34.50,+0.05,18,
106/11/13,13030,450270,34.50,34.60,34.50,34.50,0.00,15,
106/11/14,14100,486200,34.50,34.50,34.45,34.45,-0.05,15,
106/11/15,8610,296952,34.50,34.65,34.45,34.65,+0.20,13,
106/11/16,10000,345500,34.65,34.65,34.40,34.40,-0.25,9,
106/11/17,10050,346735,34.50,34.55,34.45,34.55,+0.15,11,
106/11/20,21090,728309,34.50,34.60,34.50,34.50,-0.05,12,
106/11/21,19054,657413,34.50,34.55,34.45,34.50,0.00,13,
106/11/22,40100,1386279,34.50,34.70,34.45,34.65,+0.15,27,
106/11/23,16000,552050,34.65,34.65,34.45,34.60,-0.05,16,
106/11/24,9006,311606,34.60,34.60,34.60,34.60,0.00,10,
106/11/27,42001,1459834,34.65,35.00,34.60,34.60,0.00,23,
106/11/28,8791,304238,34.85,34.85,34.50,34.50,-0.10,14,
106/11/29,30001,1034834,34.50,34.65,34.35,34.60,+0.10,20,
106/11/30,31000,1065400,34.60,34.60,34.30,34.30,-0.30,18,
106/10/02,35398,1225210,34.80,34.80,34.60,34.60,+0.10,8,
106/10/03,38150,1316510,34.60,34.60,34.45,34.60,0.00,11,
106/10/05,43030,1485394,34.60,34.60,34.30,34.30,-0.30,14,
106/10/06,46242,1596992,34.30,34.90,34.30,34.30,0.00,30,
106/10/11,19100,657739,34.30,34.55,34.30,34.50,+0.20,20,
106/10/12,67125,2313199,34.30,34.55,34.30,34.45,-0.05,29,
106/10/13,23346,804640,34.45,34.50,34.40,34.50,+0.05,21,
106/10/16,40704,1402648,34.50,34.50,34.45,34.45,-0.05,20,
106/10/17,9001,309934,34.40,34.45,34.40,34.45,0.00,9,
106/10/18,29030,1000435,34.45,34.55,34.45,34.55,+0.10,12,
106/10/19,6206,213915,34.45,34.55,34.45,34.55,0.00,9,
106/10/20,9346,323287,34.70,34.70,34.50,34.55,0.00,11,
106/10/23,5012,172914,34.50,34.50,34.50,34.50,-0.05,7,
106/10/24,34288,1186200,34.55,34.60,34.50,34.50,0.00,9,
106/10/25,39000,1344150,34.50,34.50,34.40,34.45,-0.05,16,
106/10/26,9984,343947,34.45,34.45,34.45,34.45,0.00,16,
106/10/27,43000,1476100,34.45,34.45,34.25,34.25,-0.20,32,
106/10/30,24110,826145,34.25,34.40,34.25,34.40,+0.15,19,
106/10/31,22030,758171,34.40,34.50,34.40,34.40,0.00,17,
106/09/01,45232,1580457,34.60,35.05,34.60,35.00,-0.25,20,
106/09/04,38159,1338830,35.00,35.10,35.00,35.00,0.00,10,
106/09/05,32072,1124998,35.15,35.15,34.80,34.80,-0.20,14,
106/09/06,18159,632980,34.80,35.10,34.80,35.10,+0.30,26,
106/09/07,66050,2318689,35.45,35.45,35.05,35.05,-0.05,9,
106/09/08,16176,564900,35.05,35.05,34.70,34.90,-0.15,17,
106/09/11,41493,1447552,34.90,34.90,34.80,34.80,-0.10,16,
106/09/12,15307,532175,34.60,34.90,34.60,34.90,+0.10,15,
106/09/13,29000,1013900,34.95,35.05,34.95,35.00,+0.10,8,
106/09/14,25165,878624,35.00,35.00,34.90,35.00,0.00,8,
106/09/15,33073,1157569,35.00,35.00,35.00,35.00,0.00,5,
106/09/18,39240,1365697,35.00,35.00,34.75,34.80,-0.20,21,
106/09/19,56000,1952650,34.80,35.15,34.75,34.75,-0.05,17,
106/09/20,53100,1843400,34.80,34.80,34.70,34.70,-0.05,19,
106/09/21,46918,1628151,34.70,34.75,34.65,34.70,0.00,24,
106/09/22,28075,976366,34.80,34.80,34.65,34.70,0.00,12,
106/09/25,23320,811700,34.70,34.90,34.70,34.70,0.00,25,
106/09/26,49154,1702034,34.70,34.70,34.50,34.50,-0.20,22,
106/09/27,52150,1791760,34.50,34.50,34.20,34.45,-0.05,30,
106/09/28,34102,1173233,34.45,34.45,34.40,34.40,-0.05,18,
106/09/29,47000,1607950,34.40,34.40,34.10,34.30,-0.10,16,
106/09/30,25927,907331,34.35,35.15,34.35,34.50,+0.20,20,
106/12/01,14000,483550,34.60,34.60,34.45,34.50,+0.20,9,
106/12/04,7100,244885,34.50,34.50,34.40,34.50,0.00,8,
106/12/05,20000,691600,34.50,34.75,34.50,34.50,0.00,15,
106/12/06,25005,859072,34.50,34.60,34.20,34.20,-0.30,23,
106/12/07,14552,499466,34.20,34.35,34.20,34.35,+0.15,11,
106/12/08,9000,310500,34.30,34.60,34.30,34.40,+0.05,9,
106/12/11,21475,740126,34.40,34.50,34.35,34.40,0.00,19,
106/12/12,8226,282973,34.40,34.40,34.40,34.40,0.00,8,
106/12/13,43040,1488998,34.65,34.70,34.40,34.70,+0.30,22,
106/12/14,49558,1709322,34.80,34.80,34.20,34.50,-0.20,25,
106/12/15,5003,173603,34.70,34.70,34.70,34.70,+0.20,4,
106/12/18,17301,599944,34.70,34.70,34.40,34.40,-0.30,16,
106/12/19,21117,725286,34.45,34.50,34.30,34.30,-0.10,18,
106/12/20,22068,761239,34.50,34.50,34.40,34.40,+0.10,11,
106/12/21,7326,253264,34.70,34.70,34.50,34.50,+0.10,9,
106/12/22,43373,1502855,34.70,34.80,34.60,34.70,+0.20,20,
106/12/25,19000,662650,34.80,35.00,34.75,34.75,+0.05,14,
106/12/26,59429,2074993,34.75,35.60,34.75,35.30,+0.55,31,
106/12/27,43315,1515199,35.00,35.00,34.95,35.00,-0.30,25,
106/12/28,139200,5013229,34.95,37.45,34.95,36.10,+1.10,101,
106/12/29,85505,3073604,35.70,36.10,35.65,36.05,-0.05,69,
106/11/01,11051,379148,34.40,34.40,34.30,34.30,-0.10,15,
106/11/02,40708,1395754,34.30,34.35,34.20,34.35,+0.05,17,
106/11/03,112000,3864000,34.50,34.50,34.50,34.50,+0.15,10,
106/11/06,102150,3529945,34.60,34.70,34.50,34.55,+0.05,20,
106/11/07,9357,323652,34.55,34.60,34.55,34.60,+0.05,8,
106/11/08,13157,454516,34.50,34.60,34.50,34.60,0.00,15,
106/11/09,26060,900062,35.60,35.60,34.40,34.45,-0.15,23,
106/11/10,23032,793051,34.45,34.50,34.40,34.50,+0.05,18,
106/11/13,13030,450270,34.50,34.60,34.50,34.50,0.00,15,
106/11/14,14100,486200,34.50,34.50,34.45,34.45,-0.05,15,
106/11/15,8610,296952,34.50,34.65,34.45,34.65,+0.20,13,
106/11/16,10000,345500,34.65,34.65,34.40,34.40,-0.25,9,
106/11/17,10050,346735,34.50,34.55,34.45,34.55,+0.15,11,
106/11/20,21090,728309,34.50,34.60,34.50,34.50,-0.05,12,
106/11/21,19054,657413,34.50,34.55,34.45,34.50,0.00,13,
106/11/22,40100,1386279,34.50,34.70,34.45,34.65,+0.15,27,
106/11/23,16000,552050,34.65,34.65,34.45,34.60,-0.05,16,
106/11/24,9006,311606,34.60,34.60,34.60,34.60,0.00,10,
106/11/27,42001,1459834,34.65,35.00,34.60,34.60,0.00,23,
106/11/28,8791,304238,34.85,34.85,34.50,34.50,-0.10,14,
106/11/29,30001,1034834,34.50,34.65,34.35,34.60,+0.10,20,
106/11/30,31000,1065400,34.60,34.60,34.30,34.30,-0.30,18,
106/10/02,35398,1225210,34.80,34.80,34.60,34.60,+0.10,8,
106/10/03,38150,1316510,34.60,34.60,34.45,34.60,0.00,11,
106/10/05,43030,1485394,34.60,34.60,34.30,34.30,-0.30,14,
106/10/06,46242,1596992,34.30,34.90,34.30,34.30,0.00,30,
106/10/11,19100,657739,34.30,34.55,34.30,34.50,+0.20,20,
106/10/12,67125,2313199,34.30,34.55,34.30,34.45,-0.05,29,
106/10/13,23346,804640,34.45,34.50,34.40,34.50,+0.05,21,
106/10/16,40704,1402648,34.50,34.50,34.45,34.45,-0.05,20,
106/10/17,9001,309934,34.40,34.45,34.40,34.45,0.00,9,
106/10/18,29030,1000435,34.45,34.55,34.45,34.55,+0.10,12,
106/10/19,6206,213915,34.45,34.55,34.45,34.55,0.00,9,
106/10/20,9346,323287,34.70,34.70,34.50,34.55,0.00,11,
106/10/23,5012,172914,34.50,34.50,34.50,34.50,-0.05,7,
106/10/24,34288,1186200,34.55,34.60,34.50,34.50,0.00,9,
106/10/25,39000,1344150,34.50,34.50,34.40,34.45,-0.05,16,
106/10/26,9984,343947,34.45,34.45,34.45,34.45,0.00,16,
106/10/27,43000,1476100,34.45,34.45,34.25,34.25,-0.20,32,
106/10/30,24110,826145,34.25,34.40,34.25,34.40,+0.15,19,
106/10/31,22030,758171,34.40,34.50,34.40,34.40,0.00,17,
106/09/01,45232,1580457,34.60,35.05,34.60,35.00,-0.25,20,
106/09/04,38159,1338830,35.00,35.10,35.00,35.00,0.00,10,
106/09/05,32072,1124998,35.15,35.15,34.80,34.80,-0.20,14,
106/09/06,18159,632980,34.80,35.10,34.80,35.10,+0.30,26,
106/09/07,66050,2318689,35.45,35.45,35.05,35.05,-0.05,9,
106/09/08,16176,564900,35.05,35.05,34.70,34.90,-0.15,17,
106/09/11,41493,1447552,34.90,34.90,34.80,34.80,-0.10,16,
106/09/12,15307,532175,34.60,34.90,34.60,34.90,+0.10,15,
106/09/13,29000,1013900,34.95,35.05,34.95,35.00,+0.10,8,
106/09/14,25165,878624,35.00,35.00,34.90,35.00,0.00,8,
106/09/15,33073,1157569,35.00,35.00,35.00,35.00,0.00,5,
106/09/18,39240,1365697,35.00,35.00,34.75,34.80,-0.20,21,
106/09/19,56000,1952650,34.80,35.15,34.75,34.75,-0.05,17,
106/09/20,53100,1843400,34.80,34.80,34.70,34.70,-0.05,19,
106/09/21,46918,1628151,34.70,34.75,34.65,34.70,0.00,24,
106/09/22,28075,976366,34.80,34.80,34.65,34.70,0.00,12,
106/09/25,23320,811700,34.70,34.90,34.70,34.70,0.00,25,
106/09/26,49154,1702034,34.70,34.70,34.50,34.50,-0.20,22,
106/09/27,52150,1791760,34.50,34.50,34.20,34.45,-0.05,30,
106/09/28,34102,1173233,34.45,34.45,34.40,34.40,-0.05,18,
106/09/29,47000,1607950,34.40,34.40,34.10,34.30,-0.10,16,
106/09/30,25927,907331,34.35,35.15,34.35,34.50,+0.20,20,
106/08/01,72056,2518493,35.00,35.00,34.90,34.95,+0.05,14,
106/08/02,78301,2729744,34.95,34.95,34.80,34.90,-0.05,18,
106/08/03,14050,489346,34.80,35.00,34.80,34.80,-0.10,15,
106/08/04,67100,2335468,34.80,34.95,34.70,34.75,-0.05,25,
106/08/07,33978,1183928,34.80,35.00,34.80,34.95,+0.20,17,
106/08/08,62600,2175988,34.90,34.95,34.60,34.70,-0.25,35,
106/08/09,76000,2638700,34.60,35.00,34.60,35.00,+0.30,15,
106/08/10,91000,3162000,35.00,35.00,34.55,34.85,-0.15,26,
106/08/11,87411,3036069,34.55,34.85,34.55,34.85,0.00,23,
106/08/14,59234,2045718,34.80,34.80,34.40,34.55,-0.30,56,
106/08/15,23780,820136,34.55,34.55,34.40,34.55,0.00,26,
106/08/16,36330,1260950,34.35,35.00,34.35,34.60,+0.05,35,
106/08/17,5000,172500,34.40,34.60,34.40,34.60,0.00,5,
106/08/18,28308,983559,34.60,35.10,34.30,35.00,+0.40,29,
106/08/21,57150,1999710,35.00,35.20,34.95,35.00,0.00,24,
106/08/22,1003,34855,34.75,34.75,34.75,34.75,-0.25,4,
106/08/23,70028,2448232,34.85,35.15,34.85,35.10,+0.35,9,
106/08/24,31000,1095550,35.20,35.45,35.20,35.35,+0.25,22,
106/08/25,51853,1831465,35.35,35.35,35.30,35.30,-0.05,34,
106/08/28,12048,426163,35.30,35.45,35.30,35.40,+0.10,12,
106/08/29,47026,1618624,35.20,35.45,35.20,35.45,+0.05,14,
106/08/30,18100,642460,35.40,35.55,35.40,35.55,+0.10,16,
106/08/31,22598,796576,35.20,35.25,35.20,35.25,-0.30,6,
106/07/03,136026,5020462,37.05,37.05,36.80,37.00,-0.05,41,
106/07/04,128100,4726690,36.90,36.95,36.85,36.90,-0.10,33,
106/07/05,120491,4443840,36.90,36.90,36.80,36.90,0.00,35,
106/07/06,158101,5825527,36.95,36.95,36.80,36.90,0.00,47,
106/07/07,78340,2890162,36.90,36.90,36.80,36.90,0.00,19,
106/07/10,110100,4052080,36.90,36.90,36.75,36.75,-0.15,73,
106/07/11,190245,6751767,35.50,35.60,35.40,35.40,X0.00,79,
106/07/12,43202,1530540,35.50,35.50,35.35,35.45,+0.05,36,
106/07/13,119540,4234523,35.65,35.65,35.40,35.40,-0.05,38,
106/07/14,31200,1104280,35.50,35.50,35.35,35.40,0.00,24,
106/07/17,99336,3514859,35.40,35.50,35.25,35.25,-0.15,37,
106/07/18,179753,6283214,35.25,35.40,34.85,35.00,-0.25,72,
106/07/19,132066,4632476,35.10,35.25,34.95,35.25,+0.25,38,
106/07/20,9026,318193,35.25,35.25,35.25,35.25,0.00,9,
106/07/21,124231,4357366,35.25,35.25,35.00,35.20,-0.05,30,
106/07/24,92250,3238574,35.30,35.30,35.05,35.05,-0.15,13,
106/07/25,55565,1955690,35.15,35.25,35.10,35.10,+0.05,18,
106/07/26,108000,3794550,35.10,35.35,35.00,35.00,-0.10,33,
106/07/27,162254,5664542,35.00,35.00,34.80,34.80,-0.20,63,
106/07/28,63300,2209640,34.90,35.00,34.90,35.00,+0.20,5,
106/07/31,105911,3689942,35.00,35.00,34.50,34.90,-0.10,48,
106/06/01,75001,2771837,37.00,37.00,36.85,37.00,+0.05,14,
106/06/02,65210,2409754,37.00,37.00,36.95,37.00,0.00,7,
106/06/03,72100,2671100,37.00,37.10,37.00,37.00,0.00,15,
106/06/05,70150,2599110,37.05,37.05,37.05,37.05,+0.05,14,
106/06/06,102050,3790131,37.00,37.20,37.00,37.15,+0.10,31,
106/06/07,95383,3534477,37.20,37.20,37.00,37.00,-0.15,24,
106/06/08,36050,1332917,37.00,37.00,36.80,37.00,0.00,25,
106/06/09,92050,3405515,37.00,37.00,36.95,36.95,-0.05,20,
106/06/12,99688,3664767,36.95,36.95,36.70,36.75,-0.20,22,
106/06/13,100015,3684505,37.10,37.10,36.80,36.85,+0.10,16,
106/06/14,100300,3685700,36.80,36.80,36.70,36.70,-0.15,21,
106/06/15,79002,2908424,36.70,37.00,36.70,36.90,+0.20,13,
106/06/16,10629,392473,36.90,36.95,36.90,36.95,+0.05,12,
106/06/19,24021,886439,36.90,36.95,36.90,36.90,-0.05,19,
106/06/20,20514,757818,36.90,37.00,36.90,37.00,+0.10,18,
106/06/21,95101,3506637,37.00,37.00,36.85,37.00,0.00,16,
106/06/22,69192,2554054,36.90,37.00,36.85,37.00,0.00,17,
106/06/23,46320,1710171,36.80,37.15,36.80,36.95,-0.05,20,
106/06/26,50300,1861430,37.00,37.10,37.00,37.00,+0.05,39,
106/06/27,139359,5154733,37.00,37.00,36.85,37.00,0.00,45,
106/06/28,118100,4361720,37.00,37.00,36.90,36.90,-0.10,25,
106/06/29,148289,5495263,36.85,37.50,36.85,37.10,+0.20,36,
106/06/30,67100,2489004,37.00,37.10,37.00,37.05,-0.05,10,
106/05/02,9278,343806,37.00,37.15,37.00,37.10,-0.05,13,
106/05/03,14431,534566,36.90,37.10,36.90,37.10,0.00,17,
106/05/04,6000,222100,37.00,37.10,37.00,37.10,0.00,5,
106/05/05,19241,712441,37.10,37.10,36.95,36.95,-0.15,19,
106/05/08,6200,229840,36.95,37.20,36.95,36.95,0.00,7,
106/05/09,24399,899973,36.95,37.00,36.60,36.85,-0.10,20,
106/05/10,33100,1215549,36.75,36.90,36.65,36.90,+0.05,26,
106/05/11,13048,481971,36.90,37.00,36.80,36.80,-0.10,12,
106/05/12,4689,172553,36.80,36.80,36.80,36.80,0.00,11,
106/05/15,8000,294600,36.80,36.90,36.80,36.80,0.00,8,
106/05/16,4000,147500,36.80,37.00,36.80,37.00,+0.20,4,
106/05/17,9134,337241,36.80,37.00,36.80,37.00,0.00,15,
106/05/18,4568,169016,37.00,37.00,37.00,37.00,0.00,8,
106/05/19,3250,120250,37.00,37.00,37.00,37.00,0.00,7,
106/05/22,8110,297787,36.50,37.00,36.50,37.00,0.00,11,
106/05/23,53215,1968640,37.00,37.00,36.80,36.80,-0.20,5,
106/05/24,75251,2781899,36.95,37.10,36.95,37.00,+0.20,15,
106/05/25,68403,2521561,36.80,37.15,36.80,36.95,-0.05,21,
106/05/26,91333,3378971,37.00,37.00,36.95,36.95,0.00,15,
106/05/31,110100,4070410,36.95,37.00,36.85,36.95,0.00,27,
106/04/05,8072,302292,37.45,37.45,37.45,37.45,0.00,17,
106/04/06,4219,157990,37.45,37.45,37.45,37.45,0.00,6,
106/04/07,14290,535045,37.40,37.50,37.40,37.50,+0.05,12,
106/04/10,26478,991782,37.50,37.60,37.40,37.60,+0.10,20,
106/04/11,28003,1047561,37.50,37.50,37.35,37.35,-0.25,19,
106/04/12,17111,636707,37.20,37.50,37.15,37.50,+0.15,15,
106/04/13,17819,669003,37.50,37.60,37.50,37.60,+0.10,19,
106/04/14,6120,228626,37.65,37.65,37.30,37.30,-0.30,8,
106/04/17,29120,1085240,37.30,37.30,37.10,37.30,0.00,23,
106/04/18,7041,261355,37.30,37.30,37.00,37.10,-0.20,8,
106/04/19,22288,823484,37.00,37.00,36.80,36.95,-0.15,19,
106/04/20,4010,148571,37.00,37.10,37.00,37.10,+0.15,3,
106/04/21,2273,84981,37.40,37.40,37.40,37.40,+0.30,8,
106/04/24,18479,682057,36.85,37.00,36.80,37.00,-0.40,21,
106/04/25,5080,189083,37.20,37.30,37.05,37.05,+0.05,7,
106/04/26,6250,231300,37.05,37.05,37.00,37.00,-0.05,9,
106/04/27,6300,233530,37.20,37.20,37.00,37.00,0.00,7,
106/04/28,1200,44700,37.15,37.15,37.15,37.15,+0.15,2,
106/03/01,60330,2294271,38.20,38.25,37.80,38.25,0.00,50,
106/03/02,22003,837714,38.25,38.25,37.90,37.90,-0.35,22,
106/03/03,32070,1214766,37.70,37.95,37.70,37.80,-0.10,23,
106/03/06,27000,1020500,37.80,37.80,37.75,37.80,0.00,24,
106/03/07,11300,428440,37.95,37.95,37.80,37.95,+0.15,10,
106/03/08,42075,1606550,37.95,38.70,37.95,38.20,+0.25,31,
106/03/09,50000,1912800,38.20,38.50,38.10,38.10,-0.10,38,
106/03/10,53079,2005102,38.50,38.50,37.50,37.75,-0.35,45,
106/03/13,16400,618249,37.75,37.75,37.60,37.75,0.00,16,
106/03/14,20829,789543,37.75,38.30,37.75,37.75,0.00,22,
106/03/15,16279,617345,37.75,37.95,37.75,37.95,+0.20,15,
106/03/16,21454,819210,37.95,38.40,37.85,38.10,+0.15,20,
106/03/17,28300,1078314,38.20,38.20,38.00,38.10,0.00,29,
106/03/20,62734,2372678,38.10,38.10,37.65,37.80,-0.30,46,
106/03/21,85616,3215471,37.80,37.80,37.45,37.70,-0.10,52,
106/03/22,25131,944036,37.60,37.70,37.40,37.60,-0.10,28,
106/03/23,20633,772730,37.60,37.60,37.40,37.50,-0.10,27,
106/03/24,37500,1405250,37.75,37.75,37.30,37.30,-0.20,32,
106/03/27,30100,1124219,37.40,37.45,37.30,37.45,+0.15,26,
106/03/28,23053,865042,37.45,37.70,37.45,37.45,0.00,23,
106/03/29,8237,308307,37.45,37.45,37.35,37.35,-0.10,12,
106/03/30,26004,974798,37.35,37.60,37.30,37.35,0.00,21,
106/03/31,9103,340356,37.35,37.50,37.30,37.45,+0.10,10,
106/02/02,14294,528028,37.00,37.10,36.80,36.85,+0.05,18,
106/02/03,14010,515889,36.80,36.85,36.80,36.85,0.00,9,
106/02/06,17001,630137,36.85,37.30,36.80,37.10,+0.25,15,
106/02/07,51000,1883500,37.10,37.15,36.80,37.10,0.00,42,
106/02/08,24000,888950,37.10,37.10,36.90,37.05,-0.05,13,
106/02/09,14634,542961,37.10,37.20,37.00,37.20,+0.15,15,
106/02/10,32529,1206727,37.20,37.30,37.00,37.30,+0.10,35,
106/02/13,40113,1505036,37.50,37.60,37.50,37.60,+0.30,41,
106/02/14,26400,994459,37.50,37.90,37.50,37.65,+0.05,22,
106/02/15,39246,1478359,37.70,37.75,37.60,37.65,0.00,27,
106/02/16,52100,1958900,37.65,37.80,37.50,37.55,-0.10,33,
106/02/17,32050,1209335,37.65,37.75,37.65,37.75,+0.20,28,
106/02/18,13050,493354,37.80,37.85,37.75,37.85,+0.10,14,
106/02/20,69541,2658387,37.95,38.40,37.95,38.15,+0.30,47,
106/02/21,94339,3618233,38.30,38.50,38.15,38.45,+0.30,48,
106/02/22,87100,3381040,38.60,39.10,38.45,39.10,+0.65,59,
106/02/23,76306,2970830,39.00,39.10,38.65,38.75,-0.35,57,
106/02/24,53041,2034674,38.70,38.80,38.10,38.25,-0.50,47,
106/01/03,5400,199500,36.70,36.90,36.70,36.70,-0.05,10,
106/01/04,27150,995420,36.65,36.80,36.60,36.80,+0.10,24,
106/01/05,9026,332764,36.65,36.90,36.65,36.85,+0.05,8,
106/01/06,13000,477400,36.70,36.80,36.70,36.80,-0.05,10,
106/01/09,14143,521591,36.70,37.00,36.70,37.00,+0.20,10,
106/01/10,12001,443587,36.70,37.10,36.70,37.10,+0.10,11,
106/01/11,20010,740720,37.10,37.10,37.00,37.05,-0.05,15,
106/01/12,6000,221500,36.90,37.00,36.90,37.00,-0.05,6,
106/01/13,3050,112920,37.00,37.00,37.00,37.00,0.00,4,
106/01/16,14041,519569,37.05,37.05,37.00,37.00,0.00,14,
106/01/17,16065,596111,37.00,37.25,37.00,37.10,+0.10,16,
